ws_id,ws_name,next_ws_id,is_available_flag,ws_bay_id
WS-152874,Invesco Advantage Municipal Income Trust II,WS-152884,N,D356
WS-153165,ChinaNet Online Holdings,WS-153170,Y,D131
WS-154335,Clarus Corporation,WS-154340,N,B98
WS-154950,Quotient Limited,WS-154953,N,D446
WS-151613,XTL Biopharmaceuticals Ltd.,WS-151617,N,D130
WS-150506,Naked Brand Group Limited,WS-150510,Y,D49
WS-150886,Ultrapar Participacoes S.A.,WS-150891,N,D130
WS-150354,Cohen & Steers Infrastructure Fund,WS-150358,Y,D18
WS-154755,GigCapital,WS-154763,N,D338
WS-155563,Chicken Soup for the Soul Entertainment,WS-155565,N,B471
WS-152850,Tanzanian Gold Corporation,WS-152855,N,D155
WS-155192,Hudson Pacific Properties,WS-155200,N,D313
WS-152825,LATAM Airlines Group S.A.,WS-152834,Y,B62
WS-153401,HCA Healthcare,WS-153407,N,D244
WS-154266,MSA Safety Incorporporated,WS-154273,Y,D491
WS-150655,ATA Inc.,WS-150660,N,D235
WS-154750,Sealed Air Corporation,WS-154755,N,D305
WS-152938,Escalade,WS-152947,Y,D451
WS-152316,Huazhu Group Limited,WS-152318,Y,B151
WS-153109,Pioneer Power Solutions,WS-153118,Y,D400
WS-151924,DXC Technology Company,WS-151929,N,B234
WS-153816,PRGX Global,WS-153818,N,B84
WS-150699,Summit Materials,WS-150705,Y,B379
WS-155597,Hallador Energy Company,WS-155606,Y,D90
WS-151365,United States Antimony Corporation,WS-151370,N,B330
WS-154040,American Renal Associates Holdings,WS-154044,Y,B23
WS-150129,Almaden Minerals,WS-150133,N,B284
WS-150594,SGOCO Group,WS-150599,Y,D290
WS-153000,McGrath RentCorp,WS-153010,Y,D456
WS-151982,Formula Systems (1985) Ltd.,WS-151988,N,B77
WS-153396,Regalwood Global Energy Ltd.,WS-153405,Y,D437
WS-150972,e.l.f. Beauty,WS-150973,Y,B133
WS-155384,Heska Corporation,WS-155392,N,B213
WS-150917,Quarterhill Inc.,WS-150920,N,B492
WS-155513,Terex Corporation,WS-155523,N,B310
WS-153009,Central Puerto S.A.,WS-153011,N,D174
WS-154805,SigmaTron International,WS-154807,N,B236
WS-155458,Edison International,WS-155465,Y,D399
WS-150968,Movado Group Inc.,WS-150971,Y,B166
WS-152925,Templeton Global Income Fund,WS-152934,N,B297
WS-152510,Dana Incorporated,WS-152517,Y,D231
WS-151707,Heico Corporation,WS-151717,N,B379
WS-152388,WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund,WS-152398,Y,D427
WS-150582,Kitov Pharma Ltd.,WS-150583,N,B301
WS-155473,Zai Lab Limited,WS-155478,N,B27
WS-153147,First Trust/Aberdeen Global Opportunity Income Fund,WS-153150,N,B389
WS-150868,First Trust Indxx Global Agriculture ETF,WS-150878,N,B265
WS-154958,Marine Products Corporation,WS-154960,Y,D402
WS-155982,Fomento Economico Mexicano S.A.B. de C.V.,WS-155985,N,B279
WS-154122,First Trust Nasdaq Artificial Intelligence and Robotics ETF,WS-154132,N,B96
WS-154558,PPlus Trust,WS-154560,N,D413
WS-150706,Amcor plc,WS-150714,Y,D464
WS-153354,Vornado Realty Trust,WS-153363,Y,D21
WS-151171,InnSuites Hospitality Trust,WS-151174,N,D286
WS-153509,Revolve Group,WS-153519,N,B315
WS-154232,CSW Industrials,WS-154238,N,B101
WS-153719,Townsquare Media,WS-153726,N,D321
WS-155752,RGC Resources Inc.,WS-155757,Y,D364
WS-152894,Mylan N.V.,WS-152904,Y,D251
WS-152607,Hillman Group Capital Trust,WS-152610,N,D53
WS-152850,Orix Corp Ads,WS-152854,N,B311
WS-155901,CommScope Holding Company,WS-155903,Y,D174
WS-154522,Gulf Island Fabrication,WS-154527,Y,B14
WS-154903,EuroDry Ltd.,WS-154912,N,B318
WS-150839,Riverview Bancorp Inc,WS-150843,N,B434
WS-152064,Albireo Pharma,WS-152073,Y,D236
WS-153734,Envision Solar International,WS-153742,Y,B351
WS-155126,Insulet Corporation,WS-155135,N,D175
WS-151593,Miller/Howard High Income Equity Fund,WS-151594,N,D333
WS-150730,Summit State Bank,WS-150738,N,D65
WS-150264,Rollins,WS-150268,Y,D206
WS-155296,AirNet Technology Inc.,WS-155301,N,D214
WS-150710,Hawaiian Electric Industries,WS-150711,Y,D333
WS-153886,American Renal Associates Holdings,WS-153890,Y,D186
WS-151687,BanColombia S.A.,WS-151693,Y,D162
WS-151142,Volt Information Sciences,WS-151151,N,D484
WS-155562,Kinross Gold Corporation,WS-155564,Y,B3
WS-155118,Arista Networks,WS-155124,N,B418
WS-154138,MACOM Technology Solutions Holdings,WS-154147,Y,D270
WS-154000,Cushing Renaissance Fund (The),WS-154004,N,B425
WS-153177,Liberty All-Star Equity Fund,WS-153181,Y,D13
WS-150703,CenterPoint Energy,WS-150712,Y,D112
WS-151415,Nuveen Georgia Quality Municipal Income Fund ,WS-151417,Y,D142
WS-151727,Invesco DWA Tactical Sector Rotation ETF,WS-151735,Y,D288
WS-155334,Luckin Coffee Inc.,WS-155336,Y,B156
WS-154072,Black Knight,WS-154073,Y,D83
WS-153903,Landstar System,WS-153913,N,D239
WS-151201,DGSE Companies,WS-151204,Y,B200
WS-151534,Blackstone / GSO Strategic Credit Fund,WS-151544,Y,B396
WS-151087,ETF Series Solutions Trust Vident Core US Equity ETF,WS-151096,N,B93
WS-153823,TrustCo Bank Corp NY,WS-153827,Y,B276
WS-151144,BlackRock Municipal Income Trust,WS-151153,Y,D338
WS-150830,Energy Transfer Operating,WS-150840,N,B221
WS-150260,Vanguard Total Corporate Bond ETF,WS-150265,N,B28
WS-150764,PolarityTE,WS-150773,N,B341
WS-155712,Cellular Biomedicine Group,WS-155721,Y,D410
WS-150019,Iteris,WS-150023,Y,D19
WS-153325,National Research Corporation,WS-153329,Y,D157
WS-150370,Nuveen Preferred and Income Term Fund,WS-150378,Y,B386
WS-152109,SilverBow Resorces,WS-152112,Y,B422
WS-154888,Sherwin-Williams Company (The),WS-154893,Y,D253
WS-155155,Orchard Therapeutics plc,WS-155157,Y,D14
WS-154062,CONMED Corporation,WS-154070,Y,D399
WS-151465,Emerson Radio Corporation,WS-151473,Y,D483
WS-154617,Vmware,WS-154623,Y,D489
WS-155451,MiX Telematics Limited,WS-155457,N,B229
WS-153002,Avista Corporation,WS-153012,N,B393
WS-152532,Apartment Investment and Management Company,WS-152539,Y,B44
WS-152448,Cesca Therapeutics Inc.,WS-152455,N,D461
WS-154629,Kura Sushi USA,WS-154634,N,B312
WS-155713,Targa Resources Partners LP,WS-155715,N,D40
WS-154361,Greenbrier Companies,WS-154362,N,D186
WS-155540,CECO Environmental Corp.,WS-155542,Y,D309
WS-154850,Neos Therapeutics,WS-154859,Y,B308
WS-152467,Bioanalytical Systems,WS-152468,N,D109
WS-150979,NewMarket Corporation,WS-150989,Y,D433
WS-154317,Cellectis S.A.,WS-154326,Y,D456
WS-151859,ICON plc,WS-151869,N,B186
WS-150807,NICE Ltd,WS-150809,N,B360
WS-151296,South Plains Financial,WS-151301,Y,D476
WS-154871,Zoetis Inc.,WS-154876,Y,B215
WS-155595,Peapack-Gladstone Financial Corporation,WS-155596,N,D369
WS-154516,Neon Therapeutics,WS-154520,N,D181
WS-154775,Asbury Automotive Group Inc,WS-154785,N,D252
WS-153246,General Electric Company,WS-153247,Y,B191
WS-152475,Intelsat S.A.,WS-152476,Y,D312
WS-152431,Global Self Storage,WS-152436,Y,B414
WS-153911,Clear Channel Outdoor Holdings,WS-153915,Y,B86
WS-150030,Celcuity Inc.,WS-150033,N,B206
WS-151231,GAMCO Natural Resources,WS-151239,N,B249
WS-151200,National Vision Holdings,WS-151209,Y,D39
WS-154061,Nuveen Pennsylvania Municipal Value Fund,WS-154065,Y,B349
WS-153250,Liquidity Services,WS-153252,Y,D443
WS-155196,Energy Recovery,WS-155202,Y,D7
WS-152851,Phillips 66 Partners LP,WS-152853,N,B43
WS-155697,ABM Industries Incorporated,WS-155698,Y,D473
WS-154819,Monolithic Power Systems,WS-154820,N,D195
WS-150319,Rigel Pharmaceuticals,WS-150326,Y,D240
WS-151358,BeyondSpring,WS-151360,N,B80
WS-152927,Columbia Property Trust,WS-152935,Y,B472
WS-150650,VictoryShares International Volatility Wtd ETF,WS-150651,N,B362
WS-152068,IT Tech Packaging,WS-152076,Y,B21
WS-155837,Rhinebeck Bancorp,WS-155844,Y,B475
WS-154707,Golden Minerals Company,WS-154717,Y,D46
WS-155206,RH,WS-155212,Y,B414
WS-154274,Brookfield Real Assets Income Fund Inc.,WS-154282,Y,D190
WS-154672,Oaktree Acquisition Corp.,WS-154673,N,D307
WS-153764,Veeva Systems Inc.,WS-153772,N,B116
WS-150981,Norfolk Southern Corporation,WS-150985,Y,D278
WS-152339,Tottenham Acquisition I Limited,WS-152343,N,D391
WS-150646,Five Prime Therapeutics,WS-150648,Y,B292
WS-155637,Cedar Fair,WS-155639,Y,D60
WS-153974,Northwest Pipe Company,WS-153976,Y,D181
WS-154689,DAQO New Energy Corp.,WS-154690,N,D130
WS-154963,First Trust Low Duration Strategic Focus ETF,WS-154973,N,B176
WS-150248,Cortland Bancorp,WS-150254,Y,D29
WS-151514,Sientra,WS-151520,Y,D379
WS-154310,Griffin Industrial Realty,WS-154315,N,B115
WS-150958,Vanguard Long-Treasury ETF,WS-150963,N,B421
WS-155812,Western Asset Global High Income Fund Inc,WS-155820,N,D290
WS-153802,Infosys Limited,WS-153804,Y,D69
WS-153623,Peak Resorts,WS-153632,N,D245
WS-153478,Merrimack Pharmaceuticals,WS-153482,N,D302
WS-155864,Pivotal Acquisition Corp.,WS-155872,N,D293
WS-151243,AgeX Therapeutics,WS-151247,N,B328
WS-151331,DAVIDsTEA Inc.,WS-151339,Y,D138
WS-153020,Cabot Corporation,WS-153029,N,B449
WS-155399,Gladstone Capital Corporation,WS-155400,N,D305
WS-155753,W.P. Carey Inc.,WS-155756,Y,B90
WS-152489,Automatic Data Processing,WS-152499,Y,D384
WS-150204,Cumulus Media Inc.,WS-150211,N,B409
WS-153326,RYB Education,WS-153328,N,D96
WS-150483,WellCare Health Plans,WS-150490,Y,D371
WS-152131,Vanguard Russell 2000 Value ETF,WS-152134,Y,B188
WS-154915,Zynerba Pharmaceuticals,WS-154919,N,D239
WS-150915,Shineco,WS-150916,Y,D81
WS-151575,Genesco Inc.,WS-151584,Y,B86
WS-150712,ICON plc,WS-150721,Y,D149
WS-150471,XBiotech Inc.,WS-150476,Y,D477
WS-154796,Insteel Industries,WS-154800,Y,D284
WS-155952,VAALCO Energy,WS-155954,N,B281
WS-150500,United Insurance Holdings Corp.,WS-150503,Y,D343
WS-150646,Insight Select Income Fund,WS-150654,Y,B45
WS-152795,Eaton Vance Floating-Rate 2022 Target Term Trust,WS-152802,N,B314
WS-150955,Pacer Military Times Best Employers ETF,WS-150960,N,B35
WS-151964,Armata Pharmaceuticals,WS-151971,Y,D56
WS-150984,Empire Resorts,WS-150988,Y,D275
WS-151125,Weyco Group,WS-151134,N,D176
WS-153246,Kingsway Financial Services,WS-153253,Y,D142
WS-154864,Globus Medical,WS-154874,N,B348
WS-155882,Pinnacle Financial Partners,WS-155884,N,B55
WS-153307,Oasis Petroleum Inc.,WS-153315,Y,B32
WS-150231,Business First Bancshares,WS-150235,Y,B437
WS-150908,Ternium S.A.,WS-150918,N,B431
WS-150444,National CineMedia,WS-150447,Y,B300
WS-153813,LGI Homes,WS-153815,N,D177
WS-154289,Macquarie Global Infrastructure Total Return Fund Inc.,WS-154295,N,D463
WS-152728,Minerals Technologies Inc.,WS-152733,Y,D69
WS-153943,Vermillion,WS-153945,Y,D465
WS-153254,CNFinance Holdings Limited,WS-153261,N,B135
WS-153839,Greenland Acquisition Corporation,WS-153840,N,B396
WS-150093,F5 Networks,WS-150097,Y,D117
WS-151258,Azure Power Global Limited,WS-151264,N,B499
WS-154579,Goldman Sachs MLP Energy Renaissance Fund,WS-154583,Y,B25
WS-153003,Hilton Grand Vacations Inc.,WS-153013,Y,D177
WS-151981,Delphi Technologies PLC,WS-151983,N,B341
WS-152953,MarketAxess Holdings,WS-152955,N,B344
WS-153848,Principal Millennials Index ETF,WS-153855,Y,B98
WS-155189,CrossAmerica Partners LP,WS-155193,N,D427
WS-155678,SLM Corporation,WS-155688,N,B122
WS-152885,Liberty Broadband Corporation,WS-152891,N,B445
WS-150525,Oaktree Capital Group,WS-150534,Y,D147
WS-150275,Hepion Pharmaceuticals,WS-150285,N,D26
WS-150997,PPL Corporation,WS-151004,Y,D242
WS-150351,Methode Electronics,WS-150359,Y,B145
WS-151171,Aberdeen Emerging Markets Equity Income Fund,WS-151177,Y,D441
WS-150953,Baytex Energy Corp,WS-150957,Y,D251
WS-154265,Medidata Solutions,WS-154268,Y,D76
WS-150091,Prudential Financial,WS-150094,N,B214
WS-155645,Fiat Chrysler Automobiles N.V.,WS-155649,Y,B463
WS-151371,The Gabelli Healthcare & Wellness Trust,WS-151372,Y,D493
WS-153864,Edison Nation,WS-153874,N,D220
WS-155667,Security National Financial Corporation,WS-155672,Y,B258
WS-152904,Flaherty & Crumrine Total Return Fund Inc,WS-152907,Y,B273
WS-155761,iShares Exponential Technologies ETF,WS-155764,N,D377
WS-152804,Carver Bancorp,WS-152812,Y,D29
WS-150086,Dare Bioscience,WS-150094,N,B355
WS-150365,People&#39;s Utah Bancorp,WS-150369,Y,B234
WS-151832,GigCapital2,WS-151842,N,D206
WS-154816,Banco De Chile,WS-154821,N,B399
WS-152926,Virtusa Corporation,WS-152932,N,B305
WS-151549,Rocky Mountain Chocolate Factory,WS-151555,N,B467
WS-152700,Ashland Global Holdings Inc.,WS-152708,Y,D107
WS-153467,Braeburn Pharmaceuticals,WS-153472,N,B251
WS-150123,Regis Corporation,WS-150131,N,D487
WS-150323,National Presto Industries,WS-150333,Y,B1
WS-155547,Wells Fargo Income Opportunities Fund,WS-155555,Y,D212
WS-150499,Neenah,WS-150501,N,B185
WS-152761,Gibraltar Industries,WS-152764,Y,D289
WS-152684,First Trust Mid Cap US Equity Select ETF,WS-152689,Y,B248
WS-152046,Abraxas Petroleum Corporation,WS-152054,Y,D366
WS-152646,Invesco High Income 2023 Target Term Fund,WS-152654,N,D148
WS-153497,QEP Resources,WS-153504,N,B156
WS-154811,Ritter Pharmaceuticals,WS-154820,N,B432
WS-153111,Invesco BuyBack Achievers ETF,WS-153115,N,D380
WS-150989,EVO Payments,WS-150997,N,D84
WS-150212,Symantec Corporation,WS-150214,N,D138
WS-153836,NOW Inc.,WS-153842,Y,D104
WS-151327,I.D. Systems,WS-151332,Y,B37
WS-155510,Sify Technologies Limited,WS-155513,N,B253
WS-150264,Avalara,WS-150273,Y,D99
WS-152119,WisdomTree Japan Hedged SmallCap Equity Fund,WS-152128,N,B4
WS-154099,Codexis,WS-154108,N,D365
WS-153407,Match Group,WS-153417,Y,B421
WS-153667,XAI Octagon Floating Rate & Alternative Income Term Trust,WS-153673,Y,D13
WS-153190,comScore,WS-153191,Y,D34
WS-155351,Compass Diversified Holdings,WS-155353,N,D76
WS-152132,UDR,WS-152141,Y,D343
WS-151186,YY Inc.,WS-151196,N,B262
WS-153142,Super League Gaming,WS-153148,N,D210
WS-153107,Fiat Chrysler Automobiles N.V.,WS-153110,N,B210
WS-153237,Rafael Holdings,WS-153245,Y,B479
WS-153259,Uniti Group Inc.,WS-153266,Y,B300
WS-151867,CHF Solutions,WS-151868,N,B127
WS-153396,Broadcom Inc.,WS-153399,Y,D427
WS-150635,Alexion Pharmaceuticals,WS-150637,N,D255
WS-151672,LogMein,WS-151673,N,D24
WS-154897,CrowdStrike Holdings,WS-154903,N,B306
WS-150318,Affiliated Managers Group,WS-150326,Y,D239
WS-152591,IDEAYA Biosciences,WS-152598,Y,B358
WS-153965,Tribune Media Company,WS-153967,N,B476
WS-153944,Era Group,WS-153949,N,D242
WS-154256,Stone Harbor Emerging Markets Total Income Fund,WS-154263,Y,D311
WS-155700,Edison Nation,WS-155707,Y,B207
WS-155440,Naked Brand Group Limited,WS-155447,Y,B394
WS-153422,Alcon Inc.,WS-153426,Y,D161
WS-154353,Federal Agricultural Mortgage Corporation,WS-154361,Y,D325
WS-150799,Lazard Global Total Return and Income Fund,WS-150803,N,D215
WS-154825,EchoStar Corporation,WS-154829,Y,D493
WS-152133,Walmart Inc.,WS-152143,Y,D8
WS-150151,Fox Corporation,WS-150158,Y,D472
WS-154701,Essent Group Ltd.,WS-154711,N,B49
WS-152088,Entercom Communications Corp.,WS-152094,N,D288
WS-152630,Taylor Devices,WS-152636,Y,B35
WS-152400,Anavex Life Sciences Corp.,WS-152410,Y,B474
WS-150945,SPS Commerce,WS-150948,Y,D104
WS-154101,Davis Select International ETF,WS-154102,Y,D205
WS-155904,Fortive Corporation,WS-155914,Y,D126
WS-153572,Chico&#39;s FAS,WS-153581,Y,D167
WS-153469,Global X Social Media ETF,WS-153473,N,D428
WS-150054,CommScope Holding Company,WS-150060,N,D261
WS-154505,Grupo Aeroportuario del Sureste,WS-154506,Y,B113
WS-150364,Atlantica Yield plc,WS-150374,Y,B316
WS-152984,Telenav,WS-152989,N,B232
WS-153554,General American Investors,WS-153562,Y,B46
WS-150964,Workday,WS-150965,Y,B320
WS-153777,Jabil Inc.,WS-153780,Y,D277
WS-150773,Cigna Corporation,WS-150781,N,B265
WS-154859,Great Panther Mining Limited,WS-154867,N,B118
WS-154733,Hepion Pharmaceuticals,WS-154734,N,B340
WS-154693,First Trust Dorsey Wright Momentum & Value ETF,WS-154694,N,B393
WS-151123,Newmark Group,WS-151132,Y,D326
WS-155687,SEACOR Holdings,WS-155694,Y,D4
WS-153307,Zynerba Pharmaceuticals,WS-153309,Y,D434
WS-155557,ProShares UltraPro QQQ,WS-155562,Y,B152
WS-150088,Seritage Growth Properties,WS-150093,N,B337
WS-153510,Phillips 66 Partners LP,WS-153511,N,B20
WS-151097,Cantel Medical Corp.,WS-151099,Y,D465
WS-152802,German American Bancorp,WS-152811,Y,B14
WS-153450,Boston Private Financial Holdings,WS-153459,N,D9
WS-155133,Weibo Corporation,WS-155138,N,D145
WS-150220,TransAlta Corporation,WS-150221,N,D100
WS-154710,UBS AG,WS-154720,Y,B344
WS-154971,Trevi Therapeutics,WS-154975,N,D120
WS-151051,Grupo Simec,WS-151056,Y,D296
WS-154631,AutoZone,WS-154634,N,D173
WS-153681,Sunlands Technology Group,WS-153689,Y,B466
WS-151465,Avalon Holdings Corporation,WS-151471,N,D168
WS-151563,iShares MSCI Brazil Small-Cap ETF,WS-151568,N,D484
WS-153262,Pareteum Corporation,WS-153265,Y,B443
WS-155667,Eaton Vance Municipal Income 2028 Term Trust,WS-155672,Y,D117
WS-153025,Synthetic Biologics,WS-153029,N,B54
WS-151685,Dorchester Minerals,WS-151692,N,B445
WS-152348,PCB Bancorp,WS-152357,Y,D82
WS-154336,Global X Genomics & Biotechnology ETF,WS-154340,N,D128
WS-150875,Principal U.S. Small-Cap Multi-Factor Index ETF,WS-150879,Y,D334
WS-154204,NeoGenomics,WS-154211,Y,D467
WS-153611,First United Corporation,WS-153620,Y,B18
WS-155426,Dow Inc.,WS-155434,Y,B333
WS-154753,Aramark,WS-154763,N,D318
WS-150719,Tribune Publishing Company,WS-150725,Y,D54
WS-154270,Stock Yards Bancorp,WS-154276,N,D226
WS-155985,Aberdeen Total Dynamic Dividend Fund,WS-155989,N,D90
WS-154606,Paramount Group,WS-154616,N,D442
WS-152899,Highland Global Allocation Fund,WS-152900,N,B281
WS-154192,Carrizo Oil & Gas,WS-154194,N,B40
WS-152506,Atlanticus Holdings Corporation,WS-152516,N,D327
WS-151470,Hologic,WS-151474,N,D99
WS-155796,CareTrust REIT,WS-155806,N,D370
WS-152141,Skyworks Solutions,WS-152146,Y,B239
WS-150594,Edison International,WS-150602,Y,D73
WS-152199,Primoris Services Corporation,WS-152202,Y,D30
WS-155361,Eversource Energy,WS-155365,N,B235
WS-154128,Stoneridge,WS-154138,Y,B90
WS-155031,First Trust Cloud Computing ETF,WS-155039,Y,B34
WS-153424,Bloomin&#39; Brands,WS-153434,Y,B279
WS-150313,Mid-Con Energy Partners,WS-150316,Y,D367
WS-151118,Steel Connect,WS-151124,N,D142
WS-153104,Targa Resources,WS-153107,Y,D75
WS-153399,Energy Recovery,WS-153401,Y,D44
WS-152272,Wheeler Real Estate Investment Trust,WS-152279,N,B458
WS-153225,AeroVironment,WS-153232,N,D232
WS-150091,Genie Energy Ltd.,WS-150100,N,D206
WS-152074,Immunic,WS-152082,Y,D74
WS-154417,Under Armour,WS-154418,Y,D382
WS-155511,Banco Santander,WS-155517,Y,B168
WS-151592,Cel-Sci Corporation,WS-151594,N,D49
WS-151374,Arch Capital Group Ltd.,WS-151381,N,B49
WS-152845,Eaton Vance NextShares Trust,WS-152851,Y,D211
WS-154692,Ingredion Incorporated,WS-154695,N,D407
WS-151196,SmileDirectClub,WS-151200,N,D476
WS-151959,Jones Lang LaSalle Incorporated,WS-151962,Y,D70
WS-152102,AcelRx Pharmaceuticals,WS-152111,N,B229
WS-154624,Inpixon ,WS-154630,N,D149
WS-153660,Hanesbrands Inc.,WS-153663,Y,B144
WS-153548,Broadway Financial Corporation,WS-153552,Y,B396
WS-150912,NB Capital Acquisition Corp.,WS-150919,N,B55
WS-154876,Moelis & Company,WS-154879,N,D272
WS-150000,DarioHealth Corp.,WS-150001,Y,B6
WS-153861,Western Asset High Income Fund II Inc.,WS-153869,Y,D402
WS-150561,United Technologies Corporation,WS-150570,N,B219
WS-153563,Smart Sand,WS-153568,Y,D370
WS-153785,Vericity,WS-153787,Y,D475
WS-150014,ImmuCell Corporation,WS-150023,N,B123
WS-152881,Home BancShares,WS-152882,Y,B97
WS-154469,Live Ventures Incorporated,WS-154478,Y,D222
WS-151574,Popular,WS-151578,N,D232
WS-151109,Amcor plc,WS-151114,N,B102
WS-151316,Total System Services,WS-151322,N,B482
WS-151976,XBiotech Inc.,WS-151982,N,D301
WS-155267,USANA Health Sciences,WS-155275,Y,D262
WS-154616,Nelnet,WS-154619,N,B139
WS-154251,SilverBow Resorces,WS-154255,N,D56
WS-154853,Century Bancorp,WS-154860,Y,B168
WS-154625,National Storage Affiliates Trust,WS-154634,N,D422
WS-150003,Nicolet Bankshares Inc.,WS-150012,Y,B272
WS-150454,City Holding Company,WS-150463,Y,B23
WS-152959,ClearBridge Large Cap Growth ESG ETF,WS-152969,Y,B432
WS-153795,Virgin Trains USA Inc.,WS-153805,N,B338
WS-152734,Global X E-commerce ETF,WS-152738,Y,D378
WS-154122,Rhinebeck Bancorp,WS-154124,N,B345
WS-155539,Bryn Mawr Bank Corporation,WS-155544,N,B158
WS-152449,Synthorx,WS-152456,N,B95
WS-150401,eMagin Corporation,WS-150410,N,D315
WS-152874,Acacia Communications,WS-152875,Y,D336
WS-155796,Flux Power Holdings,WS-155806,Y,D94
WS-154665,Transportadora De Gas Sa Ord B,WS-154667,Y,B380
WS-151314,Edison International,WS-151318,Y,D80
WS-155082,Sierra Oncology,WS-155086,N,D466
WS-151226,The Michaels Companies,WS-151229,N,B295
WS-150661,Avino Silver,WS-150663,Y,D144
WS-155834,Maverix Metals Inc.,WS-155841,N,B286
WS-155735,PNC Financial Services Group,WS-155741,N,B184
WS-154429,Navigator Holdings Ltd.,WS-154430,N,B80
WS-151829,Bancroft Fund Limited,WS-151833,Y,D466
WS-150513,Kosmos Energy Ltd.,WS-150517,Y,D399
WS-151535,Camtek Ltd.,WS-151541,Y,B273
WS-153021,Flushing Financial Corporation,WS-153028,N,B205
WS-151816,Rapid7,WS-151822,Y,B404
WS-150388,Westinghouse Air Brake Technologies Corporation,WS-150394,Y,B50
WS-151740,Berry Global Group,WS-151748,Y,B15
WS-150799,TAL Education Group,WS-150808,N,D181
WS-155985,Achillion Pharmaceuticals,WS-155994,N,D271
WS-151348,WisdomTree Emerging Markets Corporate Bond Fund,WS-151353,Y,B328
WS-154801,Modine Manufacturing Company,WS-154809,Y,B485
WS-153300,Yelp Inc.,WS-153309,N,B33
WS-151220,Zosano Pharma Corporation,WS-151221,N,B38
WS-152849,Ameresco,WS-152852,Y,D481
WS-150255,Xenia Hotels & Resorts,WS-150264,N,D356
WS-154805,Henry Schein,WS-154814,N,B263
WS-151272,Microvision,WS-151277,Y,B320
WS-153146,Microbot Medical Inc. ,WS-153152,Y,B283
WS-151829,Act II Global Acquisition Corp.,WS-151836,Y,B197
WS-150162,Aerojet Rocketdyne Holdings,WS-150166,Y,D170
WS-152197,Vista Outdoor Inc.,WS-152206,Y,D41
WS-155990,Ovid Therapeutics Inc.,WS-155993,Y,D271
WS-150546,USA Technologies,WS-150554,Y,D281
WS-155844,RadNet,WS-155853,Y,B261
WS-154685,Synthetic Fixed-Income Securities,WS-154691,N,B315
WS-155060,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,WS-155066,N,B49
WS-153088,Palomar Holdings,WS-153098,Y,B9
WS-150727,Fidelity D & D Bancorp,WS-150732,Y,D7
WS-152019,Fluidigm Corporation,WS-152025,Y,B222
WS-155522,iRobot Corporation,WS-155526,Y,D386
WS-150080,Western Union Company (The),WS-150083,N,D268
WS-150335,Luna Innovations Incorporated,WS-150339,N,D370
WS-150237,Pintec Technology Holdings Limited,WS-150246,N,B268
WS-150956,Credit Suisse AG,WS-150962,Y,B482
WS-152082,CBTX,WS-152090,N,D230
WS-150493,Intersect ENT,WS-150496,N,D479
WS-151581,DexCom,WS-151587,Y,B412
WS-152450,Electro-Sensors,WS-152456,N,B474
WS-150493,Acuity Brands,WS-150497,Y,D413
WS-152695,Apex Global Brands Inc.,WS-152696,Y,B486
WS-150600,Umpqua Holdings Corporation,WS-150604,Y,B45
WS-153004,Schmitt Industries,WS-153009,N,D349
WS-154262,Cogent Communications Holdings,WS-154269,N,B26
WS-154398,Mid Penn Bancorp,WS-154403,Y,D396
WS-150552,AVEO Pharmaceuticals,WS-150555,Y,B229
WS-150253,Universal Security Instruments,WS-150260,N,B440
WS-151588,AMCON Distributing Company,WS-151595,Y,B5
WS-152273,Endo International plc,WS-152277,Y,D457
WS-152827,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,WS-152831,N,B274
WS-153658,TORM plc,WS-153659,N,B236
WS-151733,Renasant Corporation,WS-151737,N,D51
WS-151759,Studio City International Holdings Limited,WS-151763,Y,B158
WS-155409,New Media Investment Group Inc.,WS-155419,N,D34
WS-150190,Credit Suisse AG,WS-150197,Y,D146
WS-153612,MFS Multimarket Income Trust,WS-153620,Y,B412
WS-150139,Janus Henderson Small Cap Growth Alpha ETF,WS-150148,N,D445
WS-153118,Orion Engineered Carbons S.A,WS-153122,N,D43
WS-151063,Pioneer Diversified High Income Trust,WS-151067,Y,D205
WS-150406,Tredegar Corporation,WS-150413,N,B345
WS-151574,John Bean Technologies Corporation,WS-151583,Y,B229
WS-154180,NextEra Energy Partners,WS-154187,N,D346
WS-155758,Suncor Energy  Inc.,WS-155764,Y,B40
WS-154228,Intra-Cellular Therapies Inc.,WS-154238,N,B313
WS-151696,CRH PLC,WS-151706,Y,B123
WS-150354,Empire Resorts,WS-150364,N,B318
WS-154104,Aridis Pharmaceuticals Inc.,WS-154111,Y,B392
WS-152001,IES Holdings,WS-152003,Y,D137
WS-154137,Jones Lang LaSalle Incorporated,WS-154141,N,B350
WS-150840,Kimco Realty Corporation,WS-150846,Y,B243
WS-151650,The Gabelli Global Utility and Income Trust,WS-151653,N,D69
WS-155152,MFS Charter Income Trust,WS-155159,N,D378
WS-155641,Centennial Resource Development,WS-155651,Y,B486
WS-150040,CPI Aerostructures,WS-150050,N,B460
WS-150796,Tricida,WS-150798,N,D333
WS-155793,The Alkaline Water Company Inc.,WS-155797,Y,B323
WS-154238,Aegion Corp,WS-154240,Y,B387
